교과목명,분반,교수,개설학과전공,이수구분,영역,캠퍼스,학점/이론/실습,시간표,수업유형,수강안내 및 지정내용,평점,출결,시험,과제,조모임,성적,예측_강의력,예측_풀강
IT개론,1,정선진,공과대학,핵심전공,1영역,수정,3.0/3.0/0.0,월/7-9,일반,[1학년전공탐색] [GeM(SW문해)],5,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
IT개론,2,이재원,공과대학,핵심전공,1영역,수정,3.0/3.0/0.0,월/7-9,일반,[1학년전공탐색] [GeM(SW문해)],3.77,반영안함,두 번,보통,없음,보통,나쁨,풀강 아님
IT개론,3,이재원,공과대학,핵심전공,1영역,수정,3.0/3.0/0.0,목/7-9,일반,[1학년전공탐색] [GeM(SW문해)],3.77,반영안함,두 번,보통,없음,보통,나쁨,풀강 아님
이산수학,1,홍기형,공과대학,핵심전공,1영역,수정,3.0/3.0/0.0,월/7-9,일반(블렌디드형),[1학년전공탐색] [GeM(경험적수리적추리)],4.12,전자출결,두 번,많음,없음,보통,좋음,풀강 아님
이산수학,2,홍기형,공과대학,핵심전공,1영역,수정,3.0/3.0/0.0,목/7-9,일반(블렌디드형),[1학년전공탐색] [GeM(경험적수리적추리)],4.12,전자출결,두 번,많음,없음,보통,좋음,풀강 아님
자료구조,1,임연섭,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,월/4-6,원격(녹화콘텐츠),,3.4,전자출결,두 번,없음,없음,보통,나쁨,풀강 아님
자료구조,2,홍의석,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,수/4-6,원격(블렌디드형),,4.33,전자출결,두 번,많음,없음,보통,좋음,풀강 아님
자료구조,3,안양준,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,수/1-3,일반,,3.36,직접호명,한 번,많음,없음,너그러움,나쁨,풀강 아님
자료구조,4,안양준,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,목/1-3,일반,,3.36,직접호명,한 번,많음,없음,너그러움,나쁨,풀강 아님
운영체제,1,김준철,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,월/1-3,원격(녹화콘텐츠),,4.74,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
컴퓨터구조,1,김규영,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,화/1-3,일반,,4.42,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
컴퓨터구조,2,김준철,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,금/7-9,원격(녹화콘텐츠),,4.79,전자출결,두 번,보통,없음,보통,좋음,풀강
자바프로그래밍,1,김성민,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,화/4-6,일반(블렌디드형),,모름,모름,모름,모름,모름,모름,좋음,풀강
자바프로그래밍,2,안민정,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,화/7-9,일반,,모름,모름,모름,모름,모름,모름,좋음,풀강 아님
자바프로그래밍,3,김규영,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,화/7-9,일반(블렌디드형),,4.67,전자출결,한 번,보통,많음,보통,좋음,풀강 아님
자바프로그래밍,4,정선진,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,수/7-9,일반,,4.67,모름,두 번,보통,없음,보통,좋음,풀강 아님
자바프로그래밍,5,이규중,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,화/7-9,일반(블렌디드형),,3.7,직접호명,두 번,많음,없음,보통,좋음,풀강 아님
자바프로그래밍,7,조성우,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,화/7-9,일반,,4.05,직접호명,두 번,보통,없음,너그러움,나쁨,풀강 아님
고급C++프로그래밍,1,심광섭,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,목/7-9,일반,,4.56,전자출결,두 번,보통,없음,보통,좋음,풀강
고급C++프로그래밍,2,홍의석,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,목/7-9,일반,,4.1,직접호명,두 번,많음,없음,보통,좋음,풀강 아님
고급C++프로그래밍,3,강종구,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,월/4-6,일반(블렌디드형),,3.31,직접호명,두 번,보통,없음,보통,나쁨,풀강 아님
고급C++프로그래밍,4,강종구,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,수/4-6,일반(블렌디드형),,3.31,직접호명,두 번,보통,없음,보통,나쁨,풀강 아님
고급C++프로그래밍,5,강종구,공과대학,핵심전공,2영역,수정,3.0/0.0/3.0,수/7-9,일반(블렌디드형),,3.31,직접호명,두 번,보통,없음,보통,나쁨,풀강 아님
인공지능,1,문용혁,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,월/7-9,일반,,4.5,모름,모름,모름,모름,모름,좋음,풀강 아님
인공지능,2,이재원,공과대학,핵심전공,2영역,수정,3.0/3.0/0.0,수/7-9,일반,,모름,모름,모름,모름,모름,모름,나쁨,풀강 아님
알고리즘,1,홍기형,공과대학,심화전공,3영역,수정,3.0/3.0/0.0,화/4-6,일반,,4.5,모름,모름,모름,모름,모름,좋음,풀강 아님
알고리즘,2,문용혁,공과대학,심화전공,3영역,수정,3.0/3.0/0.0,수/4-6,일반(블렌디드형),,4.4,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
알고리즘,3,김도형,공과대학,심화전공,3영역,수정,3.0/3.0/0.0,수/4-6,일반,,모름,모름,모름,모름,모름,모름,나쁨,풀강
알고리즘,4,김도형,공과대학,심화전공,3영역,수정,3.0/3.0/0.0,목/4-6,일반,,모름,모름,모름,모름,모름,모름,나쁨,풀강
파이썬프로그래밍,1,김대영,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,월/4-6,일반,,모름,모름,모름,모름,모름,모름,좋음,풀강 아님
파이썬프로그래밍,2,정영희,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,월/7-9,일반,,모름,모름,모름,모름,모름,모름,좋음,풀강
파이썬프로그래밍,3,이영한,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,목/4-6,일반(블렌디드형),,4.83,직접호명,두 번,없음,없음,보통,좋음,풀강 아님
파이썬프로그래밍,4,김경진,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,목/4-6,일반,,5,전자출결,두 번,없음,없음,보통,좋음,풀강 아님
파이썬프로그래밍,5,이영한,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,목/7-9,일반(블렌디드형),,4.83,직접호명,두 번,없음,없음,보통,좋음,풀강 아님
파이썬프로그래밍,6,심광섭,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,목/1-3,일반,,2.4,전자출결,두 번,보통,없음,깐깐함,좋음,풀강
파이썬프로그래밍,7,서동수,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,목/1-3,일반,,모름,모름,모름,모름,모름,모름,좋음,풀강
파이썬프로그래밍,8,이민수,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,월/4-6,일반(블렌디드형),,4.15,직접호명,두 번,보통,없음,보통,보통,풀강 아님
파이썬프로그래밍,9,정영범,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,월/4-6,일반,,4.88,전자출결,두 번,보통,없음,보통,좋음,풀강
파이썬프로그래밍,10,장재경,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,월/4-6,일반,,모름,모름,모름,모름,모름,모름,좋음,풀강
파이썬프로그래밍,11,이민수,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,목/4-6,일반(블렌디드형),,4.15,직접호명,두 번,보통,없음,보통,보통,풀강 아님
파이썬프로그래밍,12,정영범,공과대학,공통교양,SW문해,수정,3.0/0.0/3.0,목/4-6,일반,,4.88,전자출결,두 번,보통,없음,보통,좋음,풀강
파이썬프로그래밍,13,차영화,공과대학,공통교양,SW문해,운정,3.0/0.0/3.0,화/1-3,일반,해당 과목에 관심있는 학생들은 누구나 수강할 수 있는 공통교양(영역: SW문해)입니다.(운정캠퍼스),4,전자출결,두 번,보통,없음,보통,좋음,풀강
파이썬프로그래밍,14,이두열,공과대학,공통교양,SW문해,운정,3.0/0.0/3.0,목/1-3,일반,해당 과목에 관심있는 학생들은 누구나 수강할 수 있는 공통교양(영역: SW문해)입니다.(운정캠퍼스),1.75,전자출결,두 번,보통,없음,보통,나쁨,풀강
파이썬프로그래밍,15,유정화,공과대학,공통교양,SW문해,운정,3.0/0.0/3.0,목/4-6,일반,해당 과목에 관심있는 학생들은 누구나 수강할 수 있는 공통교양(영역: SW문해)입니다.(운정캠퍼스),5,모름,모름,모름,모름,모름,좋음,풀강 아님
서비스디자인 씽킹,1,최민영,서비스디자인공학과,핵심전공,1영역,수정,3.0/0.0/3.0,수/7-9,일반,[1학년전공탐색] [GeM(공학과기술)],4.14,전자출결,한 번,보통,보통,보통,좋음,풀강 아님
서비스디자인 개론,1,최민영,서비스디자인공학과,핵심전공,2영역,수정,3.0/3.0/0.0,화/4-6,일반,,4,전자출결,한 번,보통,없음,보통,좋음,풀강 아님
UX 프로토타이핑,1,김환,서비스디자인공학과,핵심전공,2영역,수정,3.0/0.0/3.0,월/4-6,일반,,4.58,직접호명,없음,보통,보통,보통,좋음,풀강 아님
UX 프로토타이핑,2,김환,서비스디자인공학과,핵심전공,2영역,수정,3.0/0.0/3.0,월/7-9,일반,,4.58,직접호명,없음,보통,보통,보통,좋음,풀강 아님
정보설계와 시각화,1,이자인,서비스디자인공학과,핵심전공,2영역,수정,3.0/0.0/3.0,수/4-6,일반,,3.21,전자출결,없음,많음,없음,보통,나쁨,풀강
정보설계와 시각화,2,이자인,서비스디자인공학과,핵심전공,2영역,수정,3.0/0.0/3.0,수/7-9,일반,,3.21,전자출결,없음,많음,없음,보통,나쁨,풀강
라이프스타일과 트렌드,1,신민아,서비스디자인공학과,핵심전공,2영역,수정,3.0/1.0/2.0,수/4-6,일반,,3.23,직접호명,없음,많음,많음,보통,보통,풀강 아님
모바일프로그래밍 기초,1,윤상덕,서비스디자인공학과,핵심전공,2영역,수정,3.0/0.0/3.0,화/7-9,일반,,4.67,전자출결,한 번,보통,없음,너그러움,좋음,풀강 아님
제품서비스시스템디자인,1,우다해,서비스디자인공학과,심화전공,3영역,수정,3.0/0.0/3.0,월/7-9,일반,,4.88,전자출결,없음,많음,많음,보통,좋음,풀강 아님
VR 콘텐츠디자인,1,김현석,서비스디자인공학과,심화전공,3영역,수정,3.0/0.0/3.0,화/4-6,일반(블렌디드형),,4.55,전자출결,없음,보통,없음,너그러움,좋음,풀강 아님
VR 콘텐츠디자인,2,김현석,서비스디자인공학과,심화전공,3영역,수정,3.0/0.0/3.0,화/7-9,일반(블렌디드형),,4.55,전자출결,없음,보통,없음,너그러움,좋음,풀강 아님
비즈니스모델링,1,이여름,서비스디자인공학과,심화전공,3영역,수정,3.0/1.0/2.0,목/4-6,일반,,3.67,전자출결,없음,많음,많음,깐깐함,보통,풀강 아님
HCI방법론실습,1,김환,서비스디자인공학과,심화전공,3영역,수정,3.0/0.0/3.0,목/4-6,일반,,4,전자출결,없음,보통,많음,보통,좋음,풀강 아님
HCI방법론실습,2,김환,서비스디자인공학과,심화전공,3영역,수정,3.0/0.0/3.0,목/7-9,일반,,4,전자출결,없음,보통,많음,보통,좋음,풀강 아님
서비스/UX 디자인 라이팅,1,이여름,서비스디자인공학과,심화전공,3영역,수정,3.0/3.0/0.0,월/4-6,일반(블렌디드형),,3.75,전자출결,없음,많음,많음,보통,보통,풀강 아님
사회적서비스디자인,1,우다해,서비스디자인공학과,심화전공,4영역,수정,3.0/0.0/3.0,목/7-9,일반,,5,전자출결,없음,보통,많음,보통,좋음,풀강 아님
AI융합디자인,1,김현석,서비스디자인공학과,심화전공,4영역,수정,3.0/0.0/3.0,수/7-9,일반,,3.29,전자출결,없음,보통,많음,보통,좋음,풀강 아님
데이터기반 서비스디자인,1,윤상덕,서비스디자인공학과,심화전공,4영역,수정,3.0/0.0/3.0,목/4-6,일반,,3.36,전자출결,없음,보통,보통,보통,좋음,풀강
서비스디자인스튜디오,1,최민영,서비스디자인공학과,심화전공,4영역,수정,3.0/0.0/3.0,수/4-6,일반,,모름,모름,모름,모름,모름,모름,좋음,풀강 아님
정보보호법과 보안정책,1,홍준호,융합보안공학과,핵심전공,2영역,수정,3.0/3.0/0.0,월/7-9,일반(블렌디드형),,3.57,직접호명,두 번,보통,없음,보통,나쁨,풀강
웹 보안,1,손용하,융합보안공학과,핵심전공,2영역,수정,3.0/0.0/3.0,수/4-6,일반(블렌디드형),,4.25,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
웹 보안,2,손용하,융합보안공학과,핵심전공,2영역,수정,3.0/0.0/3.0,목/4-6,일반(블렌디드형),,4.25,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
웹 보안,3,손용하,융합보안공학과,핵심전공,2영역,수정,3.0/0.0/3.0,월/7-9,일반(블렌디드형),,4.25,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
융합보안개론,1,김경진,융합보안공학과,핵심전공,2영역,수정,3.0/3.0/0.0,목/7-9,일반,,3.65,전자출결,두 번,보통,없음,보통,보통,풀강
인공지능기초,1,이영한,융합보안공학과,핵심전공,2영역,수정,3.0/3.0/0.0,수/7-9,일반,,4.4,직접호명,두 번,보통,없음,보통,좋음,풀강
융합보안 포렌식,1,김학경,융합보안공학과,심화전공,3영역,수정,3.0/3.0/0.0,수/7-9,일반,,4.71,전자출결,두 번,없음,없음,보통,좋음,풀강
융합보안 포렌식,2,이상학,융합보안공학과,심화전공,3영역,수정,3.0/3.0/0.0,수/7-9,일반,,4.15,전자출결,두 번,보통,없음,보통,나쁨,풀강 아님
네트워크 보안,1,임연섭,융합보안공학과,심화전공,3영역,수정,3.0/0.0/3.0,화/4-6,일반,,4.14,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
네트워크 보안,2,박나은,융합보안공학과,심화전공,3영역,수정,3.0/0.0/3.0,화/7-9,일반,,4.8,직접호명,두 번,보통,없음,보통,좋음,풀강
네트워크 보안,3,이선진,융합보안공학과,심화전공,3영역,수정,3.0/0.0/3.0,화/7-9,일반,,5,모름,모름,모름,모름,모름,좋음,풀강 아님
시스템 보안,1,김성민,융합보안공학과,심화전공,3영역,수정,3.0/0.0/3.0,월/4-6,일반(블렌디드형),,4.76,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
시스템 보안,2,김성민,융합보안공학과,심화전공,3영역,수정,3.0/0.0/3.0,월/7-9,일반(블렌디드형),,4.76,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
해킹프로그램실습,1,최현우,융합보안공학과,심화전공,3영역,수정,3.0/0.0/3.0,목/4-6,일반,,4.7,직접호명,두 번,보통,보통,보통,좋음,풀강
해킹프로그램실습,2,최현우,융합보안공학과,심화전공,3영역,수정,3.0/0.0/3.0,수/7-9,일반,,4.7,직접호명,두 번,보통,보통,보통,좋음,풀강
융합보안 범죄대책론,1,김학경,융합보안공학과,심화전공,3영역,수정,3.0/3.0/0.0,수/4-6,일반,,4.8,전자출결,두 번,없음,없음,보통,좋음,풀강
암호응용,1,손용하,융합보안공학과,심화전공,4영역,수정,3.0/3.0/0.0,목/7-9,일반,,3.5,직접호명,한 번,없음,보통,보통,좋음,풀강 아님
보안소프트웨어 분석과 개발,1,최현우,융합보안공학과,심화전공,4영역,수정,3.0/3.0/0.0,수/4-6,원격(녹화콘텐츠),,4.58,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
캡스톤디자인,1,홍준호,융합보안공학과,심화전공,4영역,수정,3.0/0.0/3.0,월/4-6,일반,,5,모름,없음,없음,많음,너그러움,좋음,풀강 아님
침해사고대응,1,이일구,융합보안공학과,심화전공,4영역,수정,3.0/0.0/3.0,수/7-9,일반,,4.4,직접호명,한 번,보통,없음,너그러움,좋음,풀강 아님
침해사고대응,2,홍준호,융합보안공학과,심화전공,4영역,수정,3.0/0.0/3.0,수/7-9,일반,,5,모름,모름,모름,모름,모름,좋음,풀강 아님
융합 프로젝트,1,황교찬,융합보안공학과,심화전공,4영역,수정,3.0/0.0/3.0,화/1-3,일반,,2.57,전자출결,없음,많음,많음,너그러움,보통,풀강 아님
컴퓨터시스템관리,1,류준수,컴퓨터공학과,핵심전공,2영역,수정,3.0/0.0/3.0,월/1-3,일반,,4,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
시스템프로그래밍,1,심광섭,컴퓨터공학과,심화전공,3영역,수정,3.0/3.0/0.0,화/4-6,일반,,4.18,전자출결,두 번,보통,없음,보통,좋음,풀강
서버시스템구축실습,1,박지웅,컴퓨터공학과,심화전공,3영역,수정,3.0/0.0/3.0,목/1-3,일반(블렌디드형),,3.78,전자출결,한 번,많음,많음,보통,좋음,풀강 아님
소프트웨어분석및설계,1,서동수,컴퓨터공학과,심화전공,3영역,수정,3.0/3.0/0.0,월/7-9,일반,,3.1,직접호명,두 번,많음,많음,보통,나쁨,풀강
인공지능응용,1,문용혁,컴퓨터공학과,심화전공,3영역,수정,3.0/1.0/2.0,목/7-9,일반(블렌디드형),,4.5,모름,모름,모름,모름,모름,좋음,풀강 아님
